feature,episode,length,reward
标准化,61,200.0,-200.0
标准化,62,200.0,-200.0
标准化,63,200.0,-200.0
标准化,64,200.0,-200.0
标准化,65,200.0,-200.0
标准化,66,200.0,-200.0
标准化,67,200.0,-200.0
标准化,68,200.0,-200.0
标准化,69,200.0,-200.0
标准化,70,200.0,-200.0
标准化,71,200.0,-200.0
标准化,72,200.0,-200.0
标准化,73,200.0,-200.0
标准化,74,200.0,-200.0
标准化,75,200.0,-200.0
标准化,76,200.0,-200.0
标准化,77,200.0,-200.0
标准化,78,200.0,-200.0
标准化,79,200.0,-200.0
标准化,80,200.0,-200.0
标准化,81,200.0,-200.0
标准化,82,200.0,-200.0
标准化,83,200.0,-200.0
标准化,84,200.0,-200.0
标准化,85,200.0,-200.0
标准化,86,200.0,-200.0
标准化,87,200.0,-200.0
标准化,88,200.0,-200.0
标准化,89,200.0,-200.0
标准化,90,200.0,-200.0
标准化,91,200.0,-200.0
标准化,92,200.0,-200.0
标准化,93,200.0,-200.0
标准化,94,200.0,-200.0
标准化,95,200.0,-200.0
标准化,96,200.0,-200.0
标准化,97,200.0,-200.0
标准化,98,200.0,-200.0
标准化,99,180.0,-180.0
标准化,100,200.0,-200.0
标准化,101,200.0,-200.0
标准化,102,131.0,-131.0
标准化,103,200.0,-200.0
标准化,104,200.0,-200.0
标准化,105,199.0,-199.0
标准化,106,131.0,-131.0
标准化,107,200.0,-200.0
标准化,108,200.0,-200.0
标准化,109,123.0,-123.0
标准化,110,126.0,-126.0
标准化,111,200.0,-200.0
标准化,112,200.0,-200.0
标准化,113,122.0,-122.0
标准化,114,200.0,-200.0
标准化,115,200.0,-200.0
标准化,116,120.0,-120.0
标准化,117,196.0,-196.0
标准化,118,200.0,-200.0
标准化,119,186.0,-186.0
标准化,120,200.0,-200.0
标准化,121,189.0,-189.0
标准化,122,200.0,-200.0
标准化,123,200.0,-200.0
标准化,124,123.0,-123.0
标准化,125,200.0,-200.0
标准化,126,200.0,-200.0
标准化,127,200.0,-200.0
标准化,128,196.0,-196.0
标准化,129,194.0,-194.0
标准化,130,200.0,-200.0
标准化,131,189.0,-189.0
标准化,132,200.0,-200.0
标准化,133,200.0,-200.0
标准化,134,189.0,-189.0
标准化,135,200.0,-200.0
标准化,136,200.0,-200.0
标准化,137,200.0,-200.0
标准化,138,200.0,-200.0
标准化,139,194.0,-194.0
标准化,140,200.0,-200.0
标准化,141,198.0,-198.0
标准化,142,200.0,-200.0
标准化,143,191.0,-191.0
标准化,144,200.0,-200.0
标准化,145,190.0,-190.0
标准化,146,200.0,-200.0
标准化,147,187.0,-187.0
标准化,148,200.0,-200.0
标准化,149,189.0,-189.0
标准化,150,190.0,-190.0
标准化,151,200.0,-200.0
标准化,152,200.0,-200.0
标准化,153,185.0,-185.0
标准化,154,200.0,-200.0
标准化,155,200.0,-200.0
标准化,156,200.0,-200.0
标准化,157,200.0,-200.0
标准化,158,200.0,-200.0
标准化,159,200.0,-200.0
标准化,160,200.0,-200.0
标准化,161,187.0,-187.0
标准化,162,200.0,-200.0
标准化,163,200.0,-200.0
标准化,164,200.0,-200.0
标准化,165,200.0,-200.0
标准化,166,200.0,-200.0
标准化,167,200.0,-200.0
标准化,168,200.0,-200.0
标准化,169,200.0,-200.0
标准化,170,200.0,-200.0
标准化,171,200.0,-200.0
标准化,172,200.0,-200.0
标准化,173,200.0,-200.0
标准化,174,200.0,-200.0
标准化,175,200.0,-200.0
标准化,176,200.0,-200.0
标准化,177,200.0,-200.0
标准化,178,200.0,-200.0
标准化,179,200.0,-200.0
标准化,180,200.0,-200.0
标准化,181,200.0,-200.0
标准化,182,200.0,-200.0
标准化,183,200.0,-200.0
标准化,184,200.0,-200.0
标准化,185,200.0,-200.0
标准化,186,200.0,-200.0
标准化,187,200.0,-200.0
标准化,188,200.0,-200.0
标准化,189,200.0,-200.0
标准化,190,200.0,-200.0
标准化,191,200.0,-200.0
标准化,192,200.0,-200.0
标准化,193,200.0,-200.0
标准化,194,200.0,-200.0
标准化,195,200.0,-200.0
标准化,196,200.0,-200.0
标准化,197,200.0,-200.0
标准化,198,200.0,-200.0
标准化,199,200.0,-200.0
RBF径向基编码,0,200.0,-200.0
RBF径向基编码,1,200.0,-200.0
RBF径向基编码,2,200.0,-200.0
RBF径向基编码,3,200.0,-200.0
RBF径向基编码,4,200.0,-200.0
RBF径向基编码,5,200.0,-200.0
RBF径向基编码,6,200.0,-200.0
RBF径向基编码,7,200.0,-200.0
RBF径向基编码,8,200.0,-200.0
RBF径向基编码,9,200.0,-200.0
RBF径向基编码,10,200.0,-200.0
RBF径向基编码,11,200.0,-200.0
RBF径向基编码,12,200.0,-200.0
RBF径向基编码,13,200.0,-200.0
RBF径向基编码,14,200.0,-200.0
RBF径向基编码,15,200.0,-200.0
RBF径向基编码,16,200.0,-200.0
RBF径向基编码,17,200.0,-200.0
RBF径向基编码,18,200.0,-200.0
RBF径向基编码,19,200.0,-200.0
RBF径向基编码,20,200.0,-200.0
RBF径向基编码,21,200.0,-200.0
RBF径向基编码,22,200.0,-200.0
RBF径向基编码,23,200.0,-200.0
RBF径向基编码,24,200.0,-200.0
RBF径向基编码,25,200.0,-200.0
RBF径向基编码,26,200.0,-200.0
RBF径向基编码,27,200.0,-200.0
RBF径向基编码,28,185.0,-185.0
RBF径向基编码,29,200.0,-200.0
RBF径向基编码,30,200.0,-200.0
RBF径向基编码,31,200.0,-200.0
RBF径向基编码,32,180.0,-180.0
RBF径向基编码,33,200.0,-200.0
RBF径向基编码,34,200.0,-200.0
RBF径向基编码,35,200.0,-200.0
RBF径向基编码,36,200.0,-200.0
RBF径向基编码,37,170.0,-170.0
RBF径向基编码,38,200.0,-200.0
RBF径向基编码,39,200.0,-200.0
RBF径向基编码,40,200.0,-200.0
RBF径向基编码,41,200.0,-200.0
RBF径向基编码,42,169.0,-169.0
RBF径向基编码,43,200.0,-200.0
RBF径向基编码,44,161.0,-161.0
RBF径向基编码,45,176.0,-176.0
RBF径向基编码,46,158.0,-158.0
RBF径向基编码,47,179.0,-179.0
RBF径向基编码,48,172.0,-172.0
RBF径向基编码,49,200.0,-200.0
RBF径向基编码,50,200.0,-200.0
RBF径向基编码,51,157.0,-157.0
RBF径向基编码,52,200.0,-200.0
RBF径向基编码,53,156.0,-156.0
RBF径向基编码,54,200.0,-200.0
RBF径向基编码,55,200.0,-200.0
RBF径向基编码,56,200.0,-200.0
RBF径向基编码,57,200.0,-200.0
RBF径向基编码,58,151.0,-151.0
RBF径向基编码,59,160.0,-160.0
RBF径向基编码,60,200.0,-200.0
RBF径向基编码,61,175.0,-175.0
RBF径向基编码,62,163.0,-163.0
RBF径向基编码,63,200.0,-200.0
RBF径向基编码,64,200.0,-200.0
RBF径向基编码,65,168.0,-168.0
RBF径向基编码,66,161.0,-161.0
RBF径向基编码,67,195.0,-195.0
RBF径向基编码,68,145.0,-145.0
RBF径向基编码,69,155.0,-155.0
RBF径向基编码,70,156.0,-156.0
RBF径向基编码,71,159.0,-159.0
RBF径向基编码,72,155.0,-155.0
RBF径向基编码,73,157.0,-157.0
RBF径向基编码,74,156.0,-156.0
RBF径向基编码,75,198.0,-198.0
RBF径向基编码,76,126.0,-126.0
RBF径向基编码,77,154.0,-154.0
RBF径向基编码,78,152.0,-152.0
RBF径向基编码,79,200.0,-200.0
RBF径向基编码,80,157.0,-157.0
RBF径向基编码,81,155.0,-155.0
RBF径向基编码,82,186.0,-186.0
RBF径向基编码,83,152.0,-152.0
RBF径向基编码,84,163.0,-163.0
RBF径向基编码,85,153.0,-153.0
RBF径向基编码,86,158.0,-158.0
RBF径向基编码,87,154.0,-154.0
RBF径向基编码,88,154.0,-154.0
RBF径向基编码,89,192.0,-192.0
RBF径向基编码,90,174.0,-174.0
RBF径向基编码,91,165.0,-165.0
RBF径向基编码,92,200.0,-200.0
RBF径向基编码,93,158.0,-158.0
RBF径向基编码,94,160.0,-160.0
RBF径向基编码,95,157.0,-157.0
RBF径向基编码,96,149.0,-149.0
RBF径向基编码,97,158.0,-158.0
RBF径向基编码,98,157.0,-157.0
RBF径向基编码,99,152.0,-152.0
RBF径向基编码,100,156.0,-156.0
RBF径向基编码,101,169.0,-169.0
RBF径向基编码,102,200.0,-200.0
RBF径向基编码,103,157.0,-157.0
RBF径向基编码,104,110.0,-110.0
RBF径向基编码,105,177.0,-177.0
RBF径向基编码,106,159.0,-159.0
RBF径向基编码,107,183.0,-183.0
RBF径向基编码,108,115.0,-115.0
RBF径向基编码,109,175.0,-175.0
RBF径向基编码,110,184.0,-184.0
RBF径向基编码,111,176.0,-176.0
RBF径向基编码,112,187.0,-187.0
RBF径向基编码,113,154.0,-154.0
RBF径向基编码,114,154.0,-154.0
RBF径向基编码,115,116.0,-116.0
RBF径向基编码,116,158.0,-158.0
RBF径向基编码,117,200.0,-200.0
RBF径向基编码,118,154.0,-154.0
RBF径向基编码,119,173.0,-173.0
RBF径向基编码,120,150.0,-150.0
RBF径向基编码,121,113.0,-113.0
RBF径向基编码,122,163.0,-163.0
RBF径向基编码,123,112.0,-112.0
RBF径向基编码,124,158.0,-158.0
RBF径向基编码,125,118.0,-118.0
RBF径向基编码,126,163.0,-163.0
RBF径向基编码,127,116.0,-116.0
RBF径向基编码,128,156.0,-156.0
RBF径向基编码,129,120.0,-120.0
RBF径向基编码,130,190.0,-190.0
RBF径向基编码,131,186.0,-186.0
RBF径向基编码,132,149.0,-149.0
RBF径向基编码,133,116.0,-116.0
RBF径向基编码,134,117.0,-117.0
RBF径向基编码,135,166.0,-166.0
RBF径向基编码,136,113.0,-113.0
RBF径向基编码,137,169.0,-169.0
RBF径向基编码,138,155.0,-155.0
RBF径向基编码,139,161.0,-161.0
RBF径向基编码,140,152.0,-152.0
RBF径向基编码,141,116.0,-116.0
RBF径向基编码,142,119.0,-119.0
RBF径向基编码,143,165.0,-165.0
RBF径向基编码,144,195.0,-195.0
RBF径向基编码,145,119.0,-119.0
RBF径向基编码,146,162.0,-162.0
RBF径向基编码,147,164.0,-164.0
RBF径向基编码,148,168.0,-168.0
RBF径向基编码,149,119.0,-119.0
RBF径向基编码,150,178.0,-178.0
RBF径向基编码,151,122.0,-122.0
RBF径向基编码,152,122.0,-122.0
RBF径向基编码,153,123.0,-123.0
RBF径向基编码,154,171.0,-171.0
RBF径向基编码,155,124.0,-124.0
RBF径向基编码,156,154.0,-154.0
RBF径向基编码,157,116.0,-116.0
RBF径向基编码,158,183.0,-183.0
RBF径向基编码,159,118.0,-118.0
RBF径向基编码,160,116.0,-116.0
RBF径向基编码,161,115.0,-115.0
RBF径向基编码,162,158.0,-158.0
RBF径向基编码,163,158.0,-158.0
RBF径向基编码,164,156.0,-156.0
RBF径向基编码,165,118.0,-118.0
RBF径向基编码,166,175.0,-175.0
RBF径向基编码,167,112.0,-112.0
RBF径向基编码,168,162.0,-162.0
RBF径向基编码,169,125.0,-125.0
RBF径向基编码,170,167.0,-167.0
RBF径向基编码,171,178.0,-178.0
RBF径向基编码,172,111.0,-111.0
RBF径向基编码,173,161.0,-161.0
RBF径向基编码,174,119.0,-119.0
RBF径向基编码,175,178.0,-178.0
RBF径向基编码,176,161.0,-161.0
RBF径向基编码,177,118.0,-118.0
RBF径向基编码,178,173.0,-173.0
RBF径向基编码,179,116.0,-116.0
RBF径向基编码,180,113.0,-113.0
RBF径向基编码,181,117.0,-117.0
RBF径向基编码,182,200.0,-200.0
RBF径向基编码,183,118.0,-118.0
RBF径向基编码,184,121.0,-121.0
RBF径向基编码,185,168.0,-168.0
RBF径向基编码,186,114.0,-114.0
RBF径向基编码,187,160.0,-160.0
RBF径向基编码,188,110.0,-110.0
RBF径向基编码,189,118.0,-118.0
RBF径向基编码,190,178.0,-178.0
RBF径向基编码,191,115.0,-115.0
RBF径向基编码,192,110.0,-110.0
RBF径向基编码,193,109.0,-109.0
RBF径向基编码,194,114.0,-114.0
RBF径向基编码,195,117.0,-117.0
RBF径向基编码,196,179.0,-179.0
RBF径向基编码,197,188.0,-188.0
RBF径向基编码,198,121.0,-121.0
RBF径向基编码,199,110.0,-110.0
二阶交叉,0,200.0,-200.0
二阶交叉,1,200.0,-200.0
二阶交叉,2,200.0,-200.0
二阶交叉,3,200.0,-200.0
二阶交叉,4,200.0,-200.0
二阶交叉,5,200.0,-200.0
二阶交叉,6,200.0,-200.0
二阶交叉,7,200.0,-200.0
二阶交叉,8,200.0,-200.0
二阶交叉,9,200.0,-200.0
二阶交叉,10,200.0,-200.0
二阶交叉,11,200.0,-200.0
二阶交叉,12,200.0,-200.0
二阶交叉,13,200.0,-200.0
二阶交叉,14,200.0,-200.0
二阶交叉,15,200.0,-200.0
二阶交叉,16,200.0,-200.0
二阶交叉,17,200.0,-200.0
二阶交叉,18,200.0,-200.0
二阶交叉,19,200.0,-200.0
二阶交叉,20,200.0,-200.0
二阶交叉,21,200.0,-200.0
二阶交叉,22,200.0,-200.0
二阶交叉,23,200.0,-200.0
二阶交叉,24,200.0,-200.0
二阶交叉,25,200.0,-200.0
二阶交叉,26,200.0,-200.0
二阶交叉,27,200.0,-200.0
二阶交叉,28,200.0,-200.0
二阶交叉,29,200.0,-200.0
二阶交叉,30,200.0,-200.0
二阶交叉,31,200.0,-200.0
二阶交叉,32,200.0,-200.0
二阶交叉,33,200.0,-200.0
二阶交叉,34,200.0,-200.0
二阶交叉,35,200.0,-200.0
二阶交叉,36,200.0,-200.0
二阶交叉,37,200.0,-200.0
二阶交叉,38,200.0,-200.0
二阶交叉,39,200.0,-200.0
二阶交叉,40,200.0,-200.0
二阶交叉,41,200.0,-200.0
二阶交叉,42,200.0,-200.0
二阶交叉,43,200.0,-200.0
二阶交叉,44,200.0,-200.0
二阶交叉,45,200.0,-200.0
二阶交叉,46,200.0,-200.0
二阶交叉,47,200.0,-200.0
二阶交叉,48,200.0,-200.0
二阶交叉,49,200.0,-200.0
二阶交叉,50,200.0,-200.0
二阶交叉,51,200.0,-200.0
二阶交叉,52,200.0,-200.0
二阶交叉,53,200.0,-200.0
二阶交叉,54,200.0,-200.0
二阶交叉,55,200.0,-200.0
二阶交叉,56,200.0,-200.0
二阶交叉,57,200.0,-200.0
二阶交叉,58,200.0,-200.0
二阶交叉,59,200.0,-200.0
二阶交叉,60,200.0,-200.0
二阶交叉,61,200.0,-200.0
二阶交叉,62,200.0,-200.0
二阶交叉,63,200.0,-200.0
二阶交叉,64,200.0,-200.0
二阶交叉,65,200.0,-200.0
二阶交叉,66,200.0,-200.0
二阶交叉,67,200.0,-200.0
二阶交叉,68,200.0,-200.0
二阶交叉,69,200.0,-200.0
二阶交叉,70,200.0,-200.0
二阶交叉,71,200.0,-200.0
二阶交叉,72,200.0,-200.0
二阶交叉,73,200.0,-200.0
二阶交叉,74,200.0,-200.0
二阶交叉,75,200.0,-200.0
二阶交叉,76,200.0,-200.0
二阶交叉,77,200.0,-200.0
二阶交叉,78,200.0,-200.0
二阶交叉,79,200.0,-200.0
二阶交叉,80,200.0,-200.0
二阶交叉,81,200.0,-200.0
二阶交叉,82,200.0,-200.0
二阶交叉,83,200.0,-200.0
二阶交叉,84,200.0,-200.0
二阶交叉,85,200.0,-200.0
二阶交叉,86,200.0,-200.0
二阶交叉,87,200.0,-200.0
二阶交叉,88,200.0,-200.0
二阶交叉,89,200.0,-200.0
二阶交叉,90,200.0,-200.0
二阶交叉,91,200.0,-200.0
二阶交叉,92,200.0,-200.0
二阶交叉,93,200.0,-200.0
二阶交叉,94,200.0,-200.0
二阶交叉,95,200.0,-200.0
二阶交叉,96,200.0,-200.0
二阶交叉,97,178.0,-178.0
二阶交叉,98,131.0,-131.0
二阶交叉,99,127.0,-127.0
二阶交叉,100,200.0,-200.0
二阶交叉,101,200.0,-200.0
二阶交叉,102,127.0,-127.0
二阶交叉,103,200.0,-200.0
二阶交叉,104,200.0,-200.0
二阶交叉,105,188.0,-188.0
二阶交叉,106,200.0,-200.0
二阶交叉,107,200.0,-200.0
二阶交叉,108,121.0,-121.0
二阶交叉,109,200.0,-200.0
二阶交叉,110,196.0,-196.0
二阶交叉,111,200.0,-200.0
二阶交叉,112,186.0,-186.0
二阶交叉,113,200.0,-200.0
二阶交叉,114,198.0,-198.0
二阶交叉,115,200.0,-200.0
二阶交叉,116,200.0,-200.0
二阶交叉,117,200.0,-200.0
二阶交叉,118,190.0,-190.0
二阶交叉,119,200.0,-200.0
二阶交叉,120,187.0,-187.0
二阶交叉,121,194.0,-194.0
二阶交叉,122,200.0,-200.0
二阶交叉,123,193.0,-193.0
二阶交叉,124,200.0,-200.0
二阶交叉,125,185.0,-185.0
二阶交叉,126,200.0,-200.0
二阶交叉,127,191.0,-191.0
二阶交叉,128,200.0,-200.0
二阶交叉,129,200.0,-200.0
二阶交叉,130,183.0,-183.0
二阶交叉,131,186.0,-186.0
二阶交叉,132,200.0,-200.0
二阶交叉,133,200.0,-200.0
二阶交叉,134,200.0,-200.0
二阶交叉,135,200.0,-200.0
二阶交叉,136,200.0,-200.0
二阶交叉,137,200.0,-200.0
二阶交叉,138,200.0,-200.0
二阶交叉,139,200.0,-200.0
二阶交叉,140,200.0,-200.0
二阶交叉,141,200.0,-200.0
二阶交叉,142,200.0,-200.0
二阶交叉,143,200.0,-200.0
二阶交叉,144,200.0,-200.0
二阶交叉,145,200.0,-200.0
二阶交叉,146,200.0,-200.0
二阶交叉,147,200.0,-200.0
二阶交叉,148,200.0,-200.0
二阶交叉,149,200.0,-200.0
二阶交叉,150,200.0,-200.0
二阶交叉,151,200.0,-200.0
二阶交叉,152,200.0,-200.0
二阶交叉,153,200.0,-200.0
二阶交叉,154,200.0,-200.0
二阶交叉,155,200.0,-200.0
二阶交叉,156,200.0,-200.0
二阶交叉,157,200.0,-200.0
二阶交叉,158,200.0,-200.0
二阶交叉,159,200.0,-200.0
二阶交叉,160,200.0,-200.0
二阶交叉,161,200.0,-200.0
二阶交叉,162,200.0,-200.0
二阶交叉,163,200.0,-200.0
二阶交叉,164,200.0,-200.0
二阶交叉,165,200.0,-200.0
二阶交叉,166,200.0,-200.0
二阶交叉,167,200.0,-200.0
二阶交叉,168,200.0,-200.0
二阶交叉,169,200.0,-200.0
二阶交叉,170,200.0,-200.0
二阶交叉,171,200.0,-200.0
二阶交叉,172,200.0,-200.0
二阶交叉,173,200.0,-200.0
二阶交叉,174,200.0,-200.0
二阶交叉,175,200.0,-200.0
二阶交叉,176,200.0,-200.0
二阶交叉,177,200.0,-200.0
二阶交叉,178,200.0,-200.0
二阶交叉,179,200.0,-200.0
二阶交叉,180,200.0,-200.0
二阶交叉,181,200.0,-200.0
二阶交叉,182,200.0,-200.0
二阶交叉,183,200.0,-200.0
二阶交叉,184,200.0,-200.0
二阶交叉,185,200.0,-200.0
二阶交叉,186,200.0,-200.0
二阶交叉,187,200.0,-200.0
二阶交叉,188,200.0,-200.0
二阶交叉,189,200.0,-200.0
二阶交叉,190,200.0,-200.0
二阶交叉,191,200.0,-200.0
二阶交叉,192,200.0,-200.0
二阶交叉,193,200.0,-200.0
二阶交叉,194,200.0,-200.0
二阶交叉,195,200.0,-200.0
二阶交叉,196,200.0,-200.0
二阶交叉,197,200.0,-200.0
二阶交叉,198,200.0,-200.0
二阶交叉,199,200.0,-200.0
